benchmark,delta_target_risk_vs_erm,family_config,finite_set_worst_case_risk,invalid_target_reason,lambda,method,radius_regime,seed,target_accuracy,target_correlation,target_direction,target_group,target_id,target_outcome_generation,target_radius,target_rank,target_sign,target_squared_loss_risk,training_run_id,win_loss_vs_erm
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,S1_relation,S1_relation,hidden_u_hurts:medium:S1_relation:+1,legal_gaussian_environment_family,0.5,7,1,0.23698792150281,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,S2_relation,S2_relation,hidden_u_hurts:medium:S2_relation:-1,legal_gaussian_environment_family,0.5,4,-1,0.26817892918185593,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,S2_relation,S2_relation,hidden_u_hurts:medium:S2_relation:+1,legal_gaussian_environment_family,0.5,7,1,0.24379471427235455,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,S1_mean,S1_mean,hidden_u_hurts:medium:S1_mean:-1,legal_gaussian_environment_family,0.5,10,-1,0.2600711769132603,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,S1_mean,S1_mean,hidden_u_hurts:medium:S1_mean:+1,legal_gaussian_environment_family,0.5,7,1,0.2600711769132603,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,S2_mean,S2_mean,hidden_u_hurts:medium:S2_mean:-1,legal_gaussian_environment_family,0.5,6,-1,0.25715677620719624,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,S2_mean,S2_mean,hidden_u_hurts:medium:S2_mean:+1,legal_gaussian_environment_family,0.5,4,1,0.25715677620719624,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,S1_variance,S1_variance,hidden_u_hurts:medium:S1_variance:-1,legal_gaussian_environment_family,0.5,1,-1,0.23263619551171288,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,S1_variance,S1_variance,hidden_u_hurts:medium:S1_variance:+1,legal_gaussian_environment_family,0.5,10,1,0.2782029466284699,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,S2_variance,S2_variance,hidden_u_hurts:medium:S2_variance:-1,legal_gaussian_environment_family,0.5,1,-1,0.2469108112148839,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,S2_variance,S2_variance,hidden_u_hurts:medium:S2_variance:+1,legal_gaussian_environment_family,0.5,6,1,0.2639283309252989,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,N1_variance,N1_variance,hidden_u_hurts:medium:N1_variance:-1,legal_gaussian_environment_family,0.5,1,-1,0.2554195710700914,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,N1_variance,N1_variance,hidden_u_hurts:medium:N1_variance:+1,legal_gaussian_environment_family,0.5,1,1,0.2554195710700914,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,U_emergent,U_emergent,hidden_u_hurts:medium:U_emergent:-1,legal_gaussian_environment_family,0.5,1,-1,0.2554195710700914,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,medium,population,nan,,U_emergent,U_emergent,hidden_u_hurts:medium:U_emergent:+1,legal_gaussian_environment_family,0.5,1,1,0.2554195710700914,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,S1_relation,S1_relation,hidden_u_hurts:larger_but_legal:S1_relation:-1,legal_gaussian_environment_family,1.0,4,-1,0.3013962204280052,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,S1_relation,S1_relation,hidden_u_hurts:larger_but_legal:S1_relation:+1,legal_gaussian_environment_family,1.0,7,1,0.22159405534331245,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,S2_relation,S2_relation,hidden_u_hurts:larger_but_legal:S2_relation:-1,legal_gaussian_environment_family,1.0,4,-1,0.28207278860764795,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,S2_relation,S2_relation,hidden_u_hurts:larger_but_legal:S2_relation:+1,legal_gaussian_environment_family,1.0,7,1,0.23330435878864542,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,S1_mean,S1_mean,hidden_u_hurts:larger_but_legal:S1_mean:-1,legal_gaussian_environment_family,1.0,10,-1,0.2740259944427672,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,S1_mean,S1_mean,hidden_u_hurts:larger_but_legal:S1_mean:+1,legal_gaussian_environment_family,1.0,9,1,0.2740259944427672,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,S2_mean,S2_mean,hidden_u_hurts:larger_but_legal:S2_mean:-1,legal_gaussian_environment_family,1.0,7,-1,0.2623683916185109,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,S2_mean,S2_mean,hidden_u_hurts:larger_but_legal:S2_mean:+1,legal_gaussian_environment_family,1.0,4,1,0.2623683916185109,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,S1_variance,S1_variance,hidden_u_hurts:larger_but_legal:S1_variance:-1,legal_gaussian_environment_family,1.0,1,-1,0.20985281995333438,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,S1_variance,S1_variance,hidden_u_hurts:larger_but_legal:S1_variance:+1,legal_gaussian_environment_family,1.0,10,1,0.3009863221868485,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,S2_variance,S2_variance,hidden_u_hurts:larger_but_legal:S2_variance:-1,legal_gaussian_environment_family,1.0,1,-1,0.2384020513596763,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,S2_variance,S2_variance,hidden_u_hurts:larger_but_legal:S2_variance:+1,legal_gaussian_environment_family,1.0,7,1,0.2724370907805065,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,N1_variance,N1_variance,hidden_u_hurts:larger_but_legal:N1_variance:-1,legal_gaussian_environment_family,1.0,1,-1,0.2554195710700914,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,N1_variance,N1_variance,hidden_u_hurts:larger_but_legal:N1_variance:+1,legal_gaussian_environment_family,1.0,1,1,0.2554195710700914,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,U_emergent,U_emergent,hidden_u_hurts:larger_but_legal:U_emergent:-1,legal_gaussian_environment_family,1.0,1,-1,0.2554195710700914,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,0.0,hidden_u_hurts,0.3013962204280052,,0.0,L2,larger_but_legal,population,nan,,U_emergent,U_emergent,hidden_u_hurts:larger_but_legal:U_emergent:+1,legal_gaussian_environment_family,1.0,1,1,0.2554195710700914,gaussian|hidden_u_hurts|L2|0|population,False
gaussian,1.9032719430489564e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,S1_relation,S1_relation,hidden_u_hurts:local:S1_relation:-1,legal_gaussian_environment_family,0.25,7,-1,0.2657764679035939,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-1.6718201766297014e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,S1_relation,S1_relation,hidden_u_hurts:local:S1_relation:+1,legal_gaussian_environment_family,0.25,2,1,0.2458223515403012,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,2.7951680993121286e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,S2_relation,S2_relation,hidden_u_hurts:local:S2_relation:-1,legal_gaussian_environment_family,0.25,8,-1,0.2616602326298193,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-2.0240706853913437e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,S2_relation,S2_relation,hidden_u_hurts:local:S2_relation:+1,legal_gaussian_environment_family,0.25,2,1,0.24946330593628385,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,-3.6089148303108942e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,S1_mean,S1_mean,hidden_u_hurts:local:S1_mean:-1,legal_gaussian_environment_family,0.25,2,-1,0.2565788636160533,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,2.4670101665957844e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,S1_mean,S1_mean,hidden_u_hurts:local:S1_mean:+1,legal_gaussian_environment_family,0.25,8,1,0.2565849395410502,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-1.601570411846609e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,S2_mean,S2_mean,hidden_u_hurts:local:S2_mean:-1,legal_gaussian_environment_family,0.25,2,-1,0.25585227078395567,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,2.1123305413706106e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,S2_mean,S2_mean,hidden_u_hurts:local:S2_mean:+1,legal_gaussian_environment_family,0.25,8,1,0.2558559846849089,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,1.04367075404177e-05,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,S1_variance,S1_variance,hidden_u_hurts:local:S1_variance:-1,legal_gaussian_environment_family,0.25,7,-1,0.2440383199984426,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-9.53938598968751e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,S1_variance,S1_variance,hidden_u_hurts:local:S1_variance:+1,legal_gaussian_environment_family,0.25,4,1,0.2668017194632909,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,2.3420228394410714e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,S2_variance,S2_variance,hidden_u_hurts:local:S2_variance:-1,legal_gaussian_environment_family,0.25,7,-1,0.25116753316532703,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-1.444701288599859e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,S2_variance,S2_variance,hidden_u_hurts:local:S2_variance:+1,legal_gaussian_environment_family,0.25,3,1,0.2596725062964065,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,4.486607753095839e-07,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,N1_variance,N1_variance,hidden_u_hurts:local:N1_variance:-1,legal_gaussian_environment_family,0.25,7,-1,0.2554200197308667,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,4.486607753095839e-07,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,N1_variance,N1_variance,hidden_u_hurts:local:N1_variance:+1,legal_gaussian_environment_family,0.25,7,1,0.2554200197308667,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,4.486607753095839e-07,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,U_emergent,U_emergent,hidden_u_hurts:local:U_emergent:-1,legal_gaussian_environment_family,0.25,7,-1,0.2554200197308667,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,4.486607753095839e-07,hidden_u_hurts,0.30139849231474514,,0.001,L2,local,population,nan,,U_emergent,U_emergent,hidden_u_hurts:local:U_emergent:+1,legal_gaussian_environment_family,0.25,7,1,0.2554200197308667,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,2.692013326588416e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,S1_relation,S1_relation,hidden_u_hurts:medium:S1_relation:-1,legal_gaussian_environment_family,0.5,8,-1,0.27689169605848285,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-4.458170912879922e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,S1_relation,S1_relation,hidden_u_hurts:medium:S1_relation:+1,legal_gaussian_environment_family,0.5,3,1,0.23698346333189713,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,5.015451285284023e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,S2_relation,S2_relation,hidden_u_hurts:medium:S2_relation:-1,legal_gaussian_environment_family,0.5,8,-1,0.2681839446331412,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-4.623026284789056e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,S2_relation,S2_relation,hidden_u_hurts:medium:S2_relation:+1,legal_gaussian_environment_family,0.5,3,1,0.24379009124606976,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,-9.705716650598717e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,S1_mean,S1_mean,hidden_u_hurts:medium:S1_mean:-1,legal_gaussian_environment_family,0.5,3,-1,0.2600614711966097,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,2.4461333432146404e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,S1_mean,S1_mean,hidden_u_hurts:medium:S1_mean:+1,legal_gaussian_environment_family,0.5,8,1,0.26007362304660353,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-4.03836302065308e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,S2_mean,S2_mean,hidden_u_hurts:medium:S2_mean:-1,legal_gaussian_environment_family,0.5,2,-1,0.2571527378441756,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,3.3894388857813595e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,S2_mean,S2_mean,hidden_u_hurts:medium:S2_mean:+1,legal_gaussian_environment_family,0.5,8,1,0.257160165646082,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,2.0424754305414794e-05,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,S1_variance,S1_variance,hidden_u_hurts:medium:S1_variance:-1,legal_gaussian_environment_family,0.5,7,-1,0.2326566202660183,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-1.9527432754795626e-05,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,S1_variance,S1_variance,hidden_u_hurts:medium:S1_variance:+1,legal_gaussian_environment_family,0.5,4,1,0.2781834191957151,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,4.2353849034615365e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,S2_variance,S2_variance,hidden_u_hurts:medium:S2_variance:-1,legal_gaussian_environment_family,0.5,7,-1,0.24691504659978736,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-3.3380633527313464e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,S2_variance,S2_variance,hidden_u_hurts:medium:S2_variance:+1,legal_gaussian_environment_family,0.5,3,1,0.26392499286194615,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,4.486607753095839e-07,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,N1_variance,N1_variance,hidden_u_hurts:medium:N1_variance:-1,legal_gaussian_environment_family,0.5,7,-1,0.2554200197308667,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,4.486607753095839e-07,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,N1_variance,N1_variance,hidden_u_hurts:medium:N1_variance:+1,legal_gaussian_environment_family,0.5,7,1,0.2554200197308667,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,4.486607753095839e-07,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,U_emergent,U_emergent,hidden_u_hurts:medium:U_emergent:-1,legal_gaussian_environment_family,0.5,7,-1,0.2554200197308667,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,4.486607753095839e-07,hidden_u_hurts,0.30139849231474514,,0.001,L2,medium,population,nan,,U_emergent,U_emergent,hidden_u_hurts:medium:U_emergent:+1,legal_gaussian_environment_family,0.5,7,1,0.2554200197308667,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,2.271886739957374e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,S1_relation,S1_relation,hidden_u_hurts:larger_but_legal:S1_relation:-1,legal_gaussian_environment_family,1.0,8,-1,0.30139849231474514,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-1.2028481738202146e-05,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,S1_relation,S1_relation,hidden_u_hurts:larger_but_legal:S1_relation:+1,legal_gaussian_environment_family,1.0,3,1,0.22158202686157424,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,9.077345244690171e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,S2_relation,S2_relation,hidden_u_hurts:larger_but_legal:S2_relation:-1,legal_gaussian_environment_family,1.0,8,-1,0.28208186595289264,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-1.0199609895567008e-05,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,S2_relation,S2_relation,hidden_u_hurts:larger_but_legal:S2_relation:+1,legal_gaussian_environment_family,1.0,3,1,0.23329415917874985,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,-2.801699893484333e-05,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,S1_mean,S1_mean,hidden_u_hurts:larger_but_legal:S1_mean:-1,legal_gaussian_environment_family,1.0,3,-1,0.27399797744383236,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,-3.7132989472166145e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,S1_mean,S1_mean,hidden_u_hurts:larger_but_legal:S1_mean:+1,legal_gaussian_environment_family,1.0,3,1,0.27402228114382,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,-1.0071632502439698e-05,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,S2_mean,S2_mean,hidden_u_hurts:larger_but_legal:S2_mean:-1,legal_gaussian_environment_family,1.0,3,-1,0.26235831998600845,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,4.78397131042918e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,S2_mean,S2_mean,hidden_u_hurts:larger_but_legal:S2_mean:+1,legal_gaussian_environment_family,1.0,8,1,0.2623731755898213,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,4.040084783574205e-05,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,S1_variance,S1_variance,hidden_u_hurts:larger_but_legal:S1_variance:-1,legal_gaussian_environment_family,1.0,7,-1,0.20989322080117012,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-3.950352628512288e-05,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,S1_variance,S1_variance,hidden_u_hurts:larger_but_legal:S1_variance:+1,legal_gaussian_environment_family,1.0,4,1,0.3009468186605634,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,8.022109031724511e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,S2_variance,S2_variance,hidden_u_hurts:larger_but_legal:S2_variance:-1,legal_gaussian_environment_family,1.0,7,-1,0.23841007346870802,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,-7.124787480883299e-06,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,S2_variance,S2_variance,hidden_u_hurts:larger_but_legal:S2_variance:+1,legal_gaussian_environment_family,1.0,4,1,0.2724299659930256,gaussian|hidden_u_hurts|L2|0.001|population,True
gaussian,4.486607753095839e-07,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,N1_variance,N1_variance,hidden_u_hurts:larger_but_legal:N1_variance:-1,legal_gaussian_environment_family,1.0,7,-1,0.2554200197308667,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,4.486607753095839e-07,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,N1_variance,N1_variance,hidden_u_hurts:larger_but_legal:N1_variance:+1,legal_gaussian_environment_family,1.0,7,1,0.2554200197308667,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,4.486607753095839e-07,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,U_emergent,U_emergent,hidden_u_hurts:larger_but_legal:U_emergent:-1,legal_gaussian_environment_family,1.0,7,-1,0.2554200197308667,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,4.486607753095839e-07,hidden_u_hurts,0.30139849231474514,,0.001,L2,larger_but_legal,population,nan,,U_emergent,U_emergent,hidden_u_hurts:larger_but_legal:U_emergent:+1,legal_gaussian_environment_family,1.0,7,1,0.2554200197308667,gaussian|hidden_u_hurts|L2|0.001|population,False
gaussian,2.276400539991119e-05,hidden_u_hurts,0.30142275053699086,,0.01,L2,local,population,nan,,S1_relation,S1_relation,hidden_u_hurts:local:S1_relation:-1,legal_gaussian_environment_family,0.25,9,-1,0.26579732863705074,gaussian|hidden_u_hurts|L2|0.01|population,False
